model_output,target,scores,scores_inserts
umfazi uzosebenza laphona,Umfazi uzosebenza lapho na?,"['1111111111111111111111111', '1111111111111111111111111', '1111111111111111111111111']","['[]', '[]', '[]']"
umfazi uzosebenza laphonam,Umfazi uzosebenza lapho na?,"['1111111111111111111111111', '1111111111111111111111111']","['[]', '[]']"
umfazi uzosebenza laphona,Umfazi uzosebenza lapho na?,['1111111111111111111111111'],"['[""0""]']"
umfazi uzosebenza laphona,Umfazi uzosebenza lapho na?,['1111111111110111111111111'],['[]']
isango libanzi futhi,Umfazi uzosebenza lapho na?,['1111111111111111111111111'],['[]']
umfazi uzosebenza laphona,Umfazi uzosebenza lapho na?,['1111111111110111111111111'],['[]']
umfazi uzosebenza lapona,Umfazi uzosebenza lapho na?,['1111111111100111111111111'],"['[""17""]']"
isango libanzi futhi,Isango libanzi futhi.,"['111111111111111111', '111111110111111111']","['[]', '[]']"
isango libazi futhi,Isango libanzi futhi.,"['111111111111111111', '111111111111111111']","['[]', '[]']"
isango libansi futhi,Isango libanzi futhi.,"['111111110111111111', '111111110111111111']","['[]', '[]']"
isango libanzi futhi,Isango libanzi futhi.,"['111111111111111111', '111111111111111111', '111111111111111111']","['[]', '[]', '[]']"
isango libanzi futhi,Isango libanzi futhi.,"['111111111111111111', '111111111111111111', '111111111111111111']","['[]', '[]', '[]']"
isango libanzi futi,Isango libanzi futhi.,"['111111111111111111', '111111111111111111']","['[]', '[]']"
isango libazi futhi,Isango libanzi futhi.,['111111111111111111'],['[]']
isanga libanzi futhi,Isango libanzi futhi.,['111101110111111111'],['[]']
phephisa,Isango libanzi futhi.,['111111111111111111'],['[]']
isango libhanzi futhi,Isango libanzi futhi.,['111111110111111111'],['[]']
isango ibhazi futhi,Isango libanzi futhi.,"['111111110111111111', '111111010101111111']","['[""8""]', '[]']"
pephisa,Phephisa.,['111111'],['[]']
phephisa,Phephisa.,['111111'],['[]']
phephisa,Phephisa.,['111111'],['[]']
pephisa,Phephisa.,"['111111', '111111']","['[]', '[]']"
phephisa,Phephisa.,['111111'],['[]']
phephisa,Phephisa.,"['111111', '111111']","['[]', '[]']"
pephisa,Phephisa.,['111111'],['[]']
phiphiza,Phephisa.,"['101001', '101101']","['[]', '[]']"
kundani kahle izinwele,Phephisa.,['111111'],['[]']
pephisa,Phephisa.,"['111111', '111111']","['[]', '[]']"
pepshisa,Phephisa.,"['110111', '110111']","['[""2""]', '[]']"
kundani kashle izinwele,Gundani kahle izinwele.,['111111111111111111111'],['[]']
kundani kahle izinwele,Gundani kahle izinwele.,['111111110111111111111'],['[]']
kondani ikhahle izinwele,Gundani kahle izinwele.,"['110011110111111111111', '111111110101111111111']","['[]', '[]']"
kundani kahle izinwele,Gundani kahle izinwele.,['111111111111111111111'],['[]']
kundani kahle izigwile,Gundani kahle izinwele.,"['111111111111111111111', '111111111111111111111', '111111111111111111111']","['[]', '[]', '[]']"
kundani kahle izinwele,Gundani kahle izinwele.,['111111111111111111111'],['[]']
kundani kahle izinwele,Gundani kahle izinwele.,['111111111111111111111'],['[]']
kudani khashle izinwele,Gundani kahle izinwele.,"['111111110111111111111', '111111110101111111111']","['[]', '[]']"
abafana bayamhlubha umlimi,Gundani kahle izinwele.,['111111111111111111111'],['[]']
kundani kahle izinwele,Gundani kahle izinwele.,['111111110111111111111'],['[]']
ungodani khahle eziwele,Gundani kahle izinwele.,"['001111111111111111111', '100111110111111111111']","['[""1""]', '[""0""]']"
abafana bayamshlupha umlimi,Abafana bayamhlupha umlimi.,"['111111111111101111111111', '111111111111101111111111']","['[]', '[]']"
abafana bayamhlupha umlimi,Abafana bayamhlupha umlimi.,"['111111111111111111111111', '111111111111111111111111', '111111110111111111111111']","['[]', '[]', '[]']"
abafana bayahlupha umlimi,Abafana bayamhlupha umlimi.,"['111111111111011111101111', '111111110111101111111111']","['[]', '[]']"
abafana bayamhlupha umlimi,Abafana bayamhlupha umlimi.,"['111111111111111111111111', '111111111111111111111111', '111111111111111111111111']","['[]', '[]', '[]']"
abafana bayamhlupha umlimi,Abafana bayamhlupha umlimi.,"['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
abafana bayamhluupha omlimi,Abafana bayamhlupha umlimi.,"['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
abafana bayamhlupha umlimi,Abafana bayamhlupha umlimi.,['111111111111111111111111'],['[]']
abafani bayamshlupha umlime,Abafana bayamhlupha umlimi.,"['111111111111111111111111', '101111010111011111111111']","['[]', '[]']"
lalela imithethonemikhuba emihle,Abafana bayamhlupha umlimi.,['111111111111111111111111'],['[]']
abafana bayamhlupha umlimi,Abafana bayamhlupha umlimi.,['111111110111111111111111'],['[]']
abanfana bayaphula umlimi,Abafana bayamhlupha umlimi.,['101111110111101011111111'],"['[""3""]']"
lalela imithetho nemikhuba emihle,Lalela imithetho nemikhuba emihle.,"['11111111111111111111111111111', '11111111111111111111111111101']","['[]', '[]']"
lalela imithethonemikhuba emihle,Lalela imithetho nemikhuba emihle.,['11111111111111111111111111111'],['[]']
lalela imithethonemikhuba emihle,Lalela imithetho nemikhuba emihle.,"['11111111111111111111111111111', '11111111111111111111111101111']","['[]', '[]']"
lalelaimithetho nemikhuba emihle,Lalela imithetho nemikhuba emihle.,['11111111111111111111111111111'],['[]']
lalela imithetho nemikhuba emihle,Lalela imithetho nemikhuba emihle.,['11111111111111111111111111111'],['[]']
lalela imithethonemikhuba emihle,Lalela imithetho nemikhuba emihle.,"['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
lalelaimithetho nemikhuba emihle,Lalela imithetho nemikhuba emihle.,['11111111111111111111111111111'],['[]']
lalela imithithoonimikhube imihle,Lalela imithetho nemikhuba emihle.,['11111111110011110111110101101'],['[]']
yebo likhona lapha,Lalela imithetho nemikhuba emihle.,['11111111111111111111111111111'],['[]']
lalela imithethonemikhuba emihle,Lalela imithetho nemikhuba emihle.,['11111111111111111111111111111'],['[]']
lalela [d] imikhuba im,Lalela imithetho nemikhuba emihle.,['11111111110000101111111100000'],['[]']
ngiyobabiza abafazi nezalukhazi nezinthombi,Ngiyobabiza abafazi nezalukazi nezintombi.,"['1111111111111111111111111011111111101111', '1111111111110111111111111011111111011111']","['[]', '[]']"
ingiyobabiza abafaziezaluazi nezithombi,Ngiyobabiza abafazi nezalukazi nezintombi.,"['1111111111111111111111111011111111101111', '1111111111111111111111111111111111100111', '1111010111111111111111111011111111101111']","['[]', '[""36""]', '[""0""]']"
ingiyobhabhiza abafasinezahlukhazi nezintombi,Ngiyobabiza abafazi nezalukazi nezintombi.,['1111010111111111111111111111111111111111'],['[]']
ngiyobabiza abafazi zalukazi nezintombi,Ngiyobabiza abafazi nezalukazi nezintombi.,['1111111111111111111111111111111111111111'],['[]']
yobabiza abafazi nezalukazi,Ngiyobabiza abafazi nezalukazi nezintombi.,"['1111111111111111111111111111111111111111', '1111111111111111111111111111111111111111']","['[]', '[]']"
yobabiza bafazizalukazi nezintombi,Ngiyobabiza abafazi nezalukazi nezintombi.,"['1111111111111111111111111111111111111111', '1111111111111111111111111111111111111111']","['[]', '[]']"
ngiyobabiza abafaziezalukazi nezintombi,Ngiyobabiza abafazi nezalukazi nezintombi.,['1111111111111111111111111111111111111111'],['[]']
bayabaze,Ngiyobabiza abafazi nezalukazi nezintombi.,['1111111111111111111011111111110111111111'],"['[""20"", ""31""]']"
nikiyobhaza abafazi nezelukhwazi lezithombe,Ngiyobabiza abafazi nezalukazi nezintombi.,['1111010011111111111111011011111111101111'],"['[""0"", ""26""]']"
ngiyobhabhiza abafazinezalukazi nezintombi,Ngiyobabiza abafazi nezalukazi nezintombi.,['1111010111111111111111111111111111111111'],['[]']
ngiyobabiza abafazi ezalukhazi nezithombi,Ngiyobabiza abafazi nezalukazi nezintombi.,['1111111111111111111111111111111111111111'],['[]']
ngiyobhabiza abafazingezakhukhazi enezithombi,Ngiyobabiza abafazi nezalukazi nezintombi.,['1111010111110111111111101011111111101111'],"['[""0"", ""20""]']"
yebo likhona lapha,"Yebo, likhona lapha.","['1111111111111111', '1101111111111111']","['[]', '[]']"
yebo likhona lapha,"Yebo, likhona lapha.",['1111111111111111'],['[]']
yebo likhona lapha,"Yebo, likhona lapha.",['1101111111111111'],['[]']
yebo likhona lapha,"Yebo, likhona lapha.","['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
yebo likhona lapha,"Yebo, likhona lapha.","['1111111111111111', '1111111111111111']","['[]', '[]']"
yebo likhona lapha,"Yebo, likhona lapha.","['1111111111111111', '1111111111111111']","['[]', '[]']"
yebo likho nalapha,"Yebo, likhona lapha.",['1111111111111111'],['[]']
yebho likhona laphe,"Yebo, likhona lapha.","['1111111111111110', '1101111111111110']","['[]', '[]']"
uyahleka,"Yebo, likhona lapha.",['1111111111111111'],['[]']
yebo likhona lapha,"Yebo, likhona lapha.",['1111111111111111'],['[]']
yebo ikhona lapha,"Yebo, likhona lapha.",['1111101111111111'],['[]']
uyahleka,Uyahleka.,"['1110101', '1110101']","['[]', '[]']"
uyahleka,Uyahleka.,"['1111111', '1111111']","['[]', '[]']"
uyahleka,Uyahleka.,"['1111101', '1111101']","['[]', '[]']"
uyahleka,Uyahleka.,"['1111111', '1111111']","['[]', '[]']"
uyahleka,Uyahleka.,"['1111111', '1111111']","['[]', '[]']"
uyahleka,Uyahleka.,"['1111111', '1111111']","['[]', '[]']"
uyahleka,Uyahleka.,['1111111'],['[]']
uyashlake,Uyahleka.,['1110001'],['[]']
umzimba umnyama,Uyahleka.,['1111111'],['[]']
uyahleka,Uyahleka.,['1111101'],['[]']
uyahleka,Uyahleka.,['1111101'],['[]']
umzimba umnyama,Umzimba umnyama.,"['11111111011111', '11111111111111']","['[]', '[]']"
umzimba umnyama,Umzimba umnyama.,['11111111111111'],['[]']
umzimba unyama,Umzimba umnyama.,"['11111111111111', '11111111111111']","['[]', '[]']"
umzimba umnyama,Umzimba umnyama.,"['11111111111111', '11111111111111']","['[]', '[]']"
umzimba umnyama,Umzimba umnyama.,['11111111111111'],['[]']
umzimba umnyama,Umzimba umnyama.,"['11111111111111', '11111111111111']","['[]', '[]']"
umzimba umnyama,Umzimba umnyama.,['11111111111111'],['[]']
umzimpa ou nyama,Umzimba umnyama.,"['11111111101111', '11111111101111']","['[]', '[]']"
musani ukuhleba,Umzimba umnyama.,['11111111111111'],['[]']
umzimba umnyama,Umzimba umnyama.,['11111111111111'],['[]']
umzimba umnyama,Umzimba umnyama.,['11111111110111'],['[]']
musane ukuhleba,Musani ukuhleba!,"['11111111111111', '01111111011101']","['[]', '[]']"
mu sani ukuhleba,Musani ukuhleba!,['11111111111111'],['[]']
musani ukuhlaba,Musani ukuhleba!,"['11111111011111', '11111111011111']","['[]', '[]']"
mus ani ukuhleba,Musani ukuhleba!,"['11111111111111', '11111111111111']","['[]', '[]']"
ngusani ukuhleba,Musani ukuhleba!,['11111111111111'],['[]']
muyisane ukuhleba,Musani ukuhleba!,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
musani ukuhleba,Musani ukuhleba!,['11111111111111'],['[]']
museni ukushlepa,Musani ukuhleba!,['11111111110111'],['[]']
abiamakhehla,Musani ukuhleba!,['11111111111111'],['[]']
musani ukuh leba,Musani ukuhleba!,['11111111111111'],['[]']
umsane uku hleba,Musani ukuhleba!,"['11111111111111', '10111111011111']","['[]', '[""0""]']"
aphi amakeshla,Aphi amakhehla?,"['11111111111', '11111111101']","['[]', '[]']"
aphi amakhehla,Aphi amakhehla?,['11111111111'],['[]']
ap amakhehla,Aphi amakhehla?,"['11111111111', '11111111111']","['[]', '[]']"
aphi amakhehla,Aphi amakhehla?  ,"['1111111111111', '1111111111111']","['[]', '[]']"
aphi amakhehla,Aphi amakhehla?,"['11111111111', '11111111111']","['[]', '[]']"
aphi amakheli,Aphi amakhehla?,['11111111111'],['[]']
aphi amakhehla,Aphi amakhehla?,['11111111111'],['[]']
aphi amakhehla,Aphi amakhehla?,"['11111111111', '11111111111', '11111111001']","['[]', '[]', '[]']"
hambamanje uthathe incwadi,Aphi amakhehla?,['11111111111'],['[]']
aphi amakehla,Aphi amakhehla?,['11111111111'],['[]']
ap amakhehla,Aphi amakhehla?,['11111111101'],['[]']
hambamanje uthathe [s incwadi,"Hamba manje, uthathe incwadi.",['111111111111111111101111'],['[]']
hambamanje uthathe incwadi,"Hamba manje, uthathe incwadi.",['111111111111111111101111'],['[]']
ambamantshe uthathe incwadi,"Hamba manje, uthathe incwadi.","['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
aphambamanje uthathe incwadi,"Hamba manje, uthathe incwadi.","['111111111111111111111111', '111111111111111111111111', '111111111111111111111111']","['[]', '[]', '[]']"
hambamanje uthathe incwadi,"Hamba manje, uthathe incwadi.","['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
hambamanzi uthate incwati,"Hamba manje, uthathe incwadi.","['011111111111111111111111', '111111111111111111111111', '011111111111111111111111']","['[]', '[]', '[]']"
hhambamanje uthathe incwadi,"Hamba manje, uthathe incwadi.","['111111111111111111111111', '011111111111111111111111']","['[]', '[]']"
hambamanje uthathe incwade,"Hamba manje, uthathe incwadi.","['111111111111111111111111', '111111111111111111111110']","['[]', '[]']"
uzoletha izinto laphakusasa,"Hamba manje, uthathe incwadi.",['111111111111111111111111'],['[]']
hambamanje uthathe incwadi,"Hamba manje, uthathe incwadi.",['111111111111111111101111'],['[]']
hambamanje uthathe incwadi,"Hamba manje, uthathe incwadi.",['111111111111111111101111'],['[]']
uzoletha izintolapha kusasa,Uzoletha izinto lapha kusasa.,"['11111111111101111111011111', '11111111111101111111111111']","['[]', '[]']"
uzoletha izintolapha kusasa,Uzoletha izinto lapha kusasa.,['11111111111101111111111111'],['[]']
uzoletha izintolapha kusasa,Uzoletha izinto lapha kusasa.,"['11111111111101111111011111', '11111111111101111111011111']","['[]', '[]']"
uzoletha izintolapho kusasa,Uzoletha izinto lapha kusasa.,"['11111111111111111111111111', '11111111111111111111111111', '11111111111111111111111111']","['[]', '[]', '[]']"
uzoletha izintolapha kusisa,Uzoletha izinto lapha kusasa.,"['11111111111111111111111111', '11111111111111111111111111', '11111111111111111111111111']","['[]', '[]', '[]']"
uzoletha izintolapha kusasa,Uzoletha izinto lapha kusasa.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
uzoletha izindo lapha kusasa,Uzoletha izinto lapha kusasa.,['11111111111111111111111111'],['[]']
uzoletha izintolaphe kusasa,Uzoletha izinto lapha kusasa.,['11111111111111111101111111'],['[]']
uzoletha izintolapha kusasa,Uzoletha izinto lapha kusasa.,['11111111111111111111011111'],['[]']
uzoletha izontholapha kusasa,Uzoletha izinto lapha kusasa.,['11111111110101111111011111'],['[]']
uzolethi izintolapha kusasa,Uzoletha izinto lapha kusasa.,['11111101111111111111010111'],['[]']
uhleba ngamambomu,Uhleba ngamabomu.,['10101111110111'],['[]']
uhleba ngama bhomu,Uhleba ngamabomu.,"['11111110101111', '11111111101111', '11111111101111']","['[]', '[""10""]', '[]']"
uhleba ngamubu,Uhleba ngamabomu.,['11111111000000'],['[]']
uhleba ngamabomu,Uhleba ngamabomu.,['11111111111111'],['[]']
uhlebe ngamabomu,Uhleba ngamabomu.,"['11111111111111', '11111111111111']","['[]', '[]']"
uhle ba ngamabom,Uhleba ngamabomu.,['11111111111111'],['[]']
uhleba ngamabomu,Uhleba ngamabomu.,['11111111111111'],['[]']
ushilabha inkayambomo,Uhleba ngamabomu.,"['10111111000000', '10111111111111', '10101111000111']","['[]', '[]', '[""6""]']"
uhleba ngamabomu,Uhleba ngamabomu.,['10111111110111'],['[]']
uhleba nkambhomu,Uhleba ngamabomu.,['11101111100111'],['[]']
ulebangambo,Uhleba ngamabomu.,['10111111000000'],['[]']
ungafundi,Ungafundi.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
ungafundi,Ungafundi.,"['11111111', '11111111']","['[]', '[]']"
angafundi,Ungafundi.,['01111111'],['[]']
ungafundi,Ungafundi.,"['11100111', '11111111']","['[]', '[]']"
ungafundi,Ungafundi.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
ungafudi,Ungafundi.,"['11111111', '11111111']","['[]', '[]']"
ungafundi,Ungafundi.,['11111111'],['[]']
ungafundi,Ungafundi.,"['11111111', '11111111']","['[]', '[""1""]']"
ungafundi,Ungafundi.,['11111111'],['[]']
ungafundi,Ungafundi.,['11111111'],['[]']
uya nga fundi,Ungafundi.,['11111111'],"['[""1""]']"
kukhona kubi imfela,Ukona kubi impela.,"['10111101111110111', '10111101111111111']","['[]', '[""2"", ""6""]']"
ukhona kubi impela,Ukona kubi impela.,['10111101111110111'],['[]']
ukhona kubi imphela,Ukona kubi impela.,"['10111101111110111', '10111101111101111']","['[]', '[]']"
ukona kubi impela,Ukona kubi impela.,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
ukona kubi impela,Ukona kubi impela.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
ukona kukuphi impela,Ukona kubi impela.,['11111111011111111'],['[]']
ukona kubi impela,Ukona kubi impela.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
ukhona kubi imphela,Ukona kubi impela.,['10111101111110111'],['[]']
ukhona kubi mpela,Ukona kubi impela.,['10111110111111111'],['[]']
ukhona kubi imphela,Ukona kubi impela.,['10111101111110111'],['[]']
ukhona khibi imphelwa,Ukona kubi impela.,['10111110111110111'],"['[""16""]']"
ungalethi ihashi mantshe,Ungalethi ihhashi manje.,['1111111110111111111'],['[]']
ungalethi ihashi manje,Ungalethi ihhashi manje.,"['1111111111111111111', '1111111110111111111']","['[]', '[]']"
ungalethi ihashi manje,Ungalethi ihhashi manje.,"['1111111111111111111', '1111111111111111111', '1111111110111111111']","['[]', '[]', '[]']"
ungalethi ihhashi manje,Ungalethi ihhashi manje.,['1111111111111111111'],['[]']
ungalethi ihhashi manje,Ungalethi ihhashi manje.,['1111111111111111111'],['[]']
ungalethi iyashe manje,Ungalethi ihhashi manje.,"['1111111111111111111', '1111111111111111111', '1111111111111111111']","['[]', '[]', '[]']"
ungalethi iyashi manje,Ungalethi ihhashi manje.,['1111111111111111111'],['[]']
ungalethi ishani manje,Ungalethi ihhashi manje.,"['1111111110101111111', '1011111110101111111']","['[]', '[]']"
ugalethi yashi manje,Ungalethi ihhashi manje.,['1011111111111111111'],['[]']
ungalethi ihashi manje,Ungalethi ihhashi manje.,['1111111110111111111'],['[]']
ungalethi ihlashi manje,Ungalethi ihhashi manje.,['1111111110101111111'],"['[""8""]']"
ngiyalethi yahasi manje,Ungalethi ihhashi manje.,['0011111110101111111'],"['[""0"", ""1""]']"
ayabiza,Bayabiza.,"['11111111', '11111111']","['[]', '[]']"
bayabiza,Bayabiza.,['01110111'],['[]']
